year,population,state_code,actual_rate,predicted_rate
2020.0,221428.0,0,20.32263309066604,24.72352208410518
2021.0,585008.0,27,15.555342832918525,28.95354676853257
2022.0,139843.0,17,22.88280428766545,41.636323799101575
2021.0,25798.0,33,73.64912008682843,56.79315520100942
2022.0,168456.0,35,28.494087476848552,37.53262911891938
2023.0,88615.0,10,23.698019522654175,27.98427120673556
2018.0,106222.0,35,26.35988778219201,24.945243122937736
2023.0,33593.0,20,56.55940225642247,47.102052128722605
2020.0,221262.0,31,16.722256871943667,33.3004320053168
2018.0,85832.0,9,23.301332836238235,21.538744426580934
2021.0,296329.0,10,24.972243688602877,23.143356826037305
2020.0,22833.0,17,61.31476371917838,64.8363141011799
2022.0,27686.0,31,43.34320595246695,57.654899523828945
2019.0,64934.0,42,29.2604798718699,30.500094169345935
2018.0,86184.0,38,44.091710758377424,27.118487975975953
2020.0,49935.0,36,30.0390507659958,35.18669580534032
2021.0,61986.0,33,41.94495531248992,37.6791880014145
2020.0,226075.0,35,58.83003428065908,35.018810072197994
2022.0,102293.0,4,33.2378559627736,29.834899594303643
2018.0,75457.0,46,15.90309712816571,20.736970835784764
2020.0,26542.0,17,79.11988546454675,53.00140070010249
2023.0,66250.0,24,25.660377358490564,26.753794924916022
2023.0,66970.0,49,23.891294609526653,21.775084108754044
2020.0,55876.0,24,55.47999140954971,36.35901026288563
2022.0,195897.0,33,24.5026723227002,37.967664997230514
2021.0,284034.0,22,42.60053373891858,34.39585906430462
2018.0,70116.0,14,39.93382394888471,26.208032761608614
2021.0,242253.0,2,32.197743681192804,27.77507011472781
2021.0,34623.0,31,60.65332293562083,56.59323795347227
2022.0,37956.0,33,52.692591421646114,41.01570485619185
2022.0,137048.0,18,75.15614967018854,44.26921205248637
2019.0,30573.0,4,39.25031890884113,41.801823593117106
2020.0,69504.0,22,14.38766114180479,22.401100320890688
2023.0,484239.0,2,22.30303631058217,30.100575637031174
2023.0,30610.0,45,32.66906239790918,46.930907736333054
2022.0,47367.0,14,23.22291890978952,30.860181442865855
2020.0,617855.0,43,7.606962798714909,15.202889158824096
2022.0,31504.0,29,76.18080243778569,51.47146271238064
2023.0,36165.0,0,33.181252592285354,37.39476421412856
2018.0,274255.0,4,15.314214873019637,16.25453039208999
2021.0,207369.0,10,20.25375056059488,25.2333712084461
2020.0,496865.0,47,22.74259607740533,26.38984444812227
2023.0,37774.0,33,52.94647111770001,41.03896426706651
2018.0,179436.0,43,6.687621213134488,10.413509113760693
2023.0,17439.0,48,212.168128906474,116.7913269938349
2018.0,178550.0,7,35.84430131615794,33.61769720641833
2022.0,198268.0,9,35.30574777573789,33.642004889908534
2023.0,336001.0,20,12.49996279772977,28.667917466565086
2020.0,822736.0,30,25.88922813636452,32.76425435212747
2019.0,105089.0,23,9.51574379811398,18.062403220091383
2019.0,74266.0,35,22.89069022163574,26.31561021683581
2023.0,30648.0,46,48.94283476898983,46.511377226699835
2021.0,251269.0,46,23.082831547067087,29.688917018710775
2018.0,39764.0,37,27.66321295644301,33.47387183813393
2021.0,253704.0,43,28.379528899820265,18.509976922882924
2020.0,44590.0,38,24.66920834267773,37.678780885822256
2020.0,60848.0,22,19.72127267946358,24.463390528098884
2018.0,69267.0,5,17.32426696695396,24.110206683282524
2019.0,122259.0,16,13.086971102331932,18.854816541907823
2020.0,33935.0,46,35.36172093708561,40.10282051816269
2020.0,177863.0,43,12.369070576792252,14.313214156483872
2023.0,575347.0,49,26.071223105360765,25.688842871207957
2019.0,936250.0,10,8.544726301735649,17.330192164603652
2021.0,3286069.0,4,29.82286738349073,28.49593905521441
2020.0,1061175.0,2,38.91912267062455,30.239777618476914
2019.0,565217.0,21,49.71541903375164,43.50331298063806
2019.0,413210.0,0,12.100384792236394,17.255088713639022
2020.0,36281.0,0,27.562636090515696,34.98354474557689
2019.0,46233.0,17,30.28140073107953,40.64451827322014
2021.0,110686.0,1,35.23480837684983,28.345168350427684
2020.0,20837.0,42,76.78648557853818,62.63328112230176
2019.0,83779.0,14,23.872330775015214,25.29945117085176
2023.0,15963.0,31,75.17383950385266,74.18047984153793
2020.0,40381.0,38,24.76412174042248,37.74323978646349
2022.0,55141.0,46,18.13532580112802,42.36067415372388
2020.0,2489188.0,4,27.920751666808616,24.70739192837683
2022.0,513936.0,30,28.408206469288004,34.28824929008446
2021.0,93304.0,15,11.789419531852868,19.3662110869918
2022.0,119964.0,16,19.172418392184323,25.787156638717097
2019.0,113510.0,20,29.07232842921329,33.89032938467867
2022.0,76969.0,25,16.88991671971833,26.591033367480858
2020.0,102742.0,38,23.359482976776786,36.05529667910864
2020.0,97075.0,47,16.482101467937163,37.56402285715273
2018.0,423908.0,43,3.774403880087189,10.118903998789163
2018.0,1152633.0,44,22.643807699415163,16.68043313252281
2023.0,79941.0,50,20.01476088615354,22.083860362847663
2021.0,269591.0,49,20.030342259200047,24.699608217460636
2018.0,450189.0,46,14.438380324708069,13.55033589500163
2021.0,57288.0,42,41.89359028068706,49.28544195765194
2021.0,533834.0,40,50.20287205385944,39.67380826151562
2019.0,945726.0,49,42.40128747649953,27.470601964014705
2020.0,183643.0,7,35.93929526309198,36.81965993660165
2020.0,281295.0,13,52.25830533781262,24.26694469169539
2020.0,171346.0,33,25.67903540205199,34.72247701111752
2022.0,88780.0,22,29.285875197116464,21.817379223993303
2018.0,43734.0,42,25.1520556089084,30.8293757319757
2023.0,81464.0,18,39.281154865953056,43.05783437599647
2019.0,115710.0,35,17.28459078731311,24.80770620557501
2018.0,85129.0,49,16.445629573940725,19.439785952700273
2022.0,234215.0,33,63.61676237644899,37.88788622007219
2023.0,171278.0,39,33.27923025724261,36.38018359298022
2021.0,1576876.0,32,31.32776451667728,33.788988778223846
2022.0,113017.0,3,15.041984834139996,27.924152547269173
2022.0,511151.0,30,16.62913698691776,34.28824929008446
2023.0,164494.0,43,21.88529672814814,16.179858703451174
2020.0,51163.0,38,25.40898696323515,35.9882989217526
2020.0,173359.0,10,23.073506423087352,22.303531518239023
2019.0,107038.0,14,18.684953007343186,24.165707407964813
2019.0,79595.0,22,13.8199635655506,21.260787698609317
2022.0,120294.0,49,27.43278966531997,26.367222026134268
2020.0,72275.0,42,59.494984434451744,45.30667163476847
2020.0,241365.0,43,5.386033600563462,12.580997253006004
2019.0,129569.0,14,40.90484606657456,22.059586253047677
2022.0,206542.0,13,29.04978164247465,26.38748016486785
2020.0,232226.0,46,62.00856062628646,29.75049745765672
2020.0,65225.0,14,47.52778842468379,33.287502614305964
2019.0,160830.0,21,29.22340359385687,32.32427043589673
2019.0,22747.0,17,48.35802523409681,54.368562422319194
2023.0,64212.0,37,43.60555659378309,37.73017160152241
2018.0,157668.0,42,36.78615825658979,24.55820022807752
2018.0,830839.0,21,37.07096079986616,34.01054096670035
2019.0,607186.0,30,34.25638931068898,30.309895241350723
2023.0,60677.0,25,19.776851195675462,30.260370608860004
2020.0,99377.0,47,18.11284301196454,30.620757241914504
2019.0,253370.0,38,15.392508978963573,29.570082418507155
2022.0,26855.0,48,63.30292310556693,59.66339186704232
2021.0,58370.0,48,49.683056364570845,75.41134415991468
2019.0,76745.0,25,13.030164831585118,23.508622825731393
2018.0,36501.0,33,43.83441549546588,37.22221010792467
2022.0,66969.0,25,61.22235661276113,29.02732918327131
2019.0,411406.0,40,21.876200152647264,27.492751004800056
2023.0,96814.0,0,29.954345445906583,29.028682578402183
2018.0,184459.0,27,9.75826606454551,21.09504364579701
2023.0,106702.0,10,23.42973889898971,27.340726142995905
2021.0,84050.0,36,27.364663890541344,34.542893404083166
2019.0,60443.0,33,18.19896431348543,25.594356512645014
2022.0,81172.0,49,29.566845710343465,21.791224744502266
2022.0,514182.0,13,18.2814645397933,25.771726747056537
2021.0,64999.0,37,16.923337282112033,37.752367064415004
2021.0,81188.0,42,27.09760063063507,47.005677528670276
2022.0,19708.0,10,50.74081591231987,64.48762295336108
2018.0,892697.0,6,33.381987393258854,33.25636768426795
2022.0,389157.0,33,48.0525854603669,38.57389759954296
2021.0,21254.0,42,61.164957184529975,65.17844237982229
2022.0,28757.0,46,45.20638453246166,46.31477575306241
2018.0,127330.0,10,9.424330479855492,15.775868957522755
2018.0,40997.0,35,31.70963729053345,32.54440616720056
2018.0,153095.0,10,7.838270355008329,14.628145515773083
2022.0,137958.0,49,22.47060699633221,24.506907183569556
2018.0,370200.0,43,10.264721772015127,10.816087547813295
2020.0,1611989.0,32,24.565924457300888,31.1275011530691
2021.0,862029.0,21,38.16576936506776,38.52509414342081
2023.0,284637.0,22,35.83511630603189,34.36436583546753
2019.0,37181.0,20,26.89545735725236,40.364540270004845
2018.0,1614714.0,21,22.604622242700565,21.30752163224176
2021.0,283119.0,13,52.27483849547363,25.609623501544338
2022.0,94984.0,10,18.95056009433168,26.4468705614545
2022.0,39493.0,46,35.44932013268174,48.0422869761675
2022.0,31337.0,10,35.1022752656604,45.3249657918913
2018.0,89786.0,29,14.47887198449647,30.000502031040416
2019.0,887207.0,43,7.439075661035136,7.23342231699198
2020.0,82109.0,47,32.8831187811324,25.84736416260476
2019.0,258773.0,10,11.979611474149158,15.063273083118071
2019.0,2635516.0,43,13.09041569089317,11.175533376190952
2023.0,370771.0,5,18.07045319078353,28.091679641247083
2020.0,176253.0,48,103.26065371936932,77.68809553980513
2019.0,71222.0,46,25.273089775631124,20.63067975517271
2023.0,202906.0,43,24.149113382551526,13.583070485328385
2022.0,21224.0,42,56.53976630229928,62.95245839234985
2019.0,94186.0,46,14.864204871212282,21.759266062942867
2021.0,182139.0,4,41.17734257901932,28.217879036366057
2019.0,64735.0,38,33.98470688190314,30.379543997933528
2020.0,50179.0,42,31.885848661790792,40.61318288848105
2019.0,656955.0,22,15.678395019445778,27.530580894998664
2023.0,1063162.0,2,44.39586817437042,32.97991334054009
2018.0,70675.0,46,21.22391227449593,19.905662984350155
2020.0,326205.0,40,34.02768197912356,35.9271458827546
2018.0,40589.0,38,29.564660375963932,33.385208171915814
2022.0,282188.0,13,54.927920393496535,26.042912723161052
2020.0,71859.0,33,22.265826131730197,36.922588213041166
2018.0,230221.0,43,8.252939566764109,9.861543011982743
2018.0,204826.0,35,15.623016609219532,26.285533097656867
2020.0,913890.0,47,27.136745122498333,28.712051309801378
2022.0,874195.0,22,35.57558668260514,29.076597416476517
2022.0,160820.0,42,47.87961696306429,42.088594365651204
2018.0,87606.0,4,35.38570417551309,27.135500860136993
2022.0,28450.0,40,42.1792618629174,47.30926378050495
2021.0,564412.0,9,61.834262914325,40.976150777574105
2022.0,1757043.0,22,50.31180227234052,30.42533173883571
2021.0,29909.0,17,60.18255374636397,57.84051888241502
2023.0,45008.0,17,24.440099537859936,58.05692466201029
2023.0,171735.0,49,24.456284391649927,25.445135162593484
2021.0,412300.0,4,18.918263400436576,28.395033471018607
2022.0,64990.0,37,38.46745653177412,37.99617146429901
2019.0,225081.0,25,45.31701920641902,24.231344144408627
2020.0,65778.0,14,69.93219617501292,35.99718214275103
2022.0,802559.0,36,32.64557496707407,37.063558861208136
2018.0,331164.0,30,15.098259472647992,30.361607332616558
2020.0,65530.0,17,44.25453990538685,38.92550131898857
2021.0,137605.0,42,69.03818901929435,42.97754610256001
2023.0,238852.0,33,30.981528310418167,36.67088947015814
2021.0,2028236.0,43,18.34106090218298,21.53229405020904
2023.0,1877592.0,4,19.013715439776053,29.078832427035834
2022.0,7261.0,17,151.49428453381077,149.44334682118478
2023.0,72101.0,31,24.96497968128043,36.738640564763756
2022.0,34188.0,36,38.02503802503802,46.23883000050914
2020.0,424180.0,43,4.479230515347258,14.881151047813551
2020.0,50583.0,37,19.76948777257181,35.24338859668127
2020.0,37045.0,13,40.49129437171008,34.50160634335319
2021.0,413024.0,40,35.8332687688851,37.9103029842326
2018.0,1248743.0,43,12.973045694750642,7.192862449818863
2021.0,267792.0,4,30.99420445719065,28.345506480931636
2019.0,40667.0,42,66.39289841886543,33.56142660212313
2022.0,34246.0,23,32.120539625065696,42.98647910288634
2019.0,92108.0,46,17.37091240717419,23.875392406877022
2021.0,86658.0,10,24.233192550024235,28.56463324156877
2022.0,91125.0,32,34.01920438957476,32.767161658375215
2019.0,121154.0,35,46.2221635274114,24.803847226446187
2019.0,264542.0,49,15.120472363556637,15.012147627077614
2019.0,123958.0,31,24.20174575259362,23.325748248453703
2019.0,190488.0,32,24.148502792826843,22.365540144104752
2022.0,13725.0,46,72.85974499089254,91.12143749410332
2023.0,159681.0,5,23.797446158278067,28.905655961007625
2021.0,533003.0,21,35.08423029513905,43.90024357585941
2019.0,97733.0,47,12.278350199011593,19.089119151460494
2023.0,43641.0,36,25.20565523246488,38.70763804595177
2018.0,308570.0,13,18.79638331658943,24.293167792518716
2023.0,272848.0,14,32.25238960886648,29.148891243857168
2020.0,29566.0,9,33.82263410674423,44.26407838125435
2019.0,212181.0,2,23.09349093462657,18.49762499436217
2023.0,351163.0,38,32.74832485199181,36.941107073103126
2019.0,161300.0,26,20.45877247365158,21.597881151659394
2021.0,89313.0,49,22.39315665132736,21.364154205526624
2023.0,142393.0,44,7.725098846151145,15.910826668631023
2020.0,56675.0,13,19.408910454344948,24.778388867873716
2021.0,486677.0,42,93.08021542008356,68.22273873757467
2022.0,178421.0,10,30.82596779527073,24.803331434484022
2021.0,1150204.0,33,20.778922695452284,37.54272129552084
2021.0,423029.0,43,6.146150736710721,14.97109617947593
2020.0,451231.0,46,25.48583763083653,25.72376401405443
2018.0,207269.0,9,27.01802971018338,20.432322619131142
2019.0,421164.0,38,30.154524128368045,28.237468454148498
2018.0,126770.0,2,18.931923956772103,17.419430529085588
2022.0,53941.0,25,59.324076305593145,35.892276022040484
2019.0,163257.0,20,27.5639023135302,32.93962179611269
2020.0,52954.0,18,20.77274615704196,42.6723675851815
2021.0,23303.0,18,47.20422263227911,63.70887817669105
2023.0,155230.0,46,12.884107453456162,32.25711997830349
2023.0,94728.0,20,30.613968414829827,47.316659107040806
2020.0,52995.0,43,22.64364562694594,30.00870991889803
2023.0,48035.0,23,22.899968772769853,35.202699298544665
2019.0,49348.0,18,20.264245764772635,30.512187356863407
2018.0,131264.0,17,14.47464651389566,30.28359509322846
2022.0,1175021.0,33,20.34006200740242,37.86490101284412
2022.0,42778.0,33,86.49305717892375,42.97942617318312
2023.0,72197.0,38,29.08708118065848,44.002417737932774
2019.0,42837.0,18,23.34430515675701,34.4175012523873
2019.0,58708.0,1,18.73679907338012,26.443947986875415
2020.0,133580.0,22,43.41967360383291,26.190644288950818
2018.0,39006.0,31,79.47495257139927,41.75805186902564
2020.0,76029.0,32,42.089202804193135,30.126618971576605
2023.0,169795.0,9,28.85832916163609,33.3883143319717
2022.0,39644.0,24,42.88164665523156,40.69749145718447
2018.0,160137.0,26,17.485028444394487,21.505537770586287
2021.0,120932.0,9,23.980418747725995,33.630498399759965
2023.0,259772.0,25,22.32727160740957,33.17616311436457
2020.0,71851.0,11,20.87653616511948,25.73801216758838
2022.0,795083.0,37,53.83085791043199,38.080586678122884
2019.0,259686.0,13,28.881033247845476,24.868907044548365
2021.0,36979.0,14,29.74661294248087,40.681606039527054
2022.0,59822.0,32,26.746013172411487,32.670394787754105
2021.0,112508.0,32,18.66533935364596,32.33573816154842
2019.0,1257584.0,22,12.722808178221095,25.44361766105711
2023.0,115239.0,1,34.71047128142382,28.414859013908796
2023.0,65338.0,30,44.38458477455692,34.227653382270276
2021.0,143326.0,43,20.931303462037597,15.584695989282654
2019.0,36233.0,38,27.599149946181655,36.529861242895265
2021.0,220740.0,35,18.12086617740328,37.740009360544015
2022.0,83540.0,14,56.26047402441944,36.4172099773743
2020.0,418735.0,29,32.47877535911734,32.058261976676825
2018.0,102826.0,20,60.29603407698443,37.54008815178966
2022.0,482650.0,4,24.862736972961777,28.782248740712415
2022.0,38293.0,15,39.171650171049535,30.866043860553365
2020.0,25440.0,18,47.16981132075472,59.85395410259142
2023.0,67659.0,18,28.08199943836001,41.886577423839256
2018.0,58533.0,1,27.335007602548988,25.231935090844125
2019.0,54068.0,42,35.14093363912111,31.44007461672264
2023.0,81325.0,32,50.415001537042734,33.489576642850956
2023.0,78208.0,24,20.458265139116204,24.208701119161134
2022.0,608794.0,9,54.86256434853168,40.6492390596823
2023.0,123351.0,10,16.2138936854991,25.694982557457465
2023.0,524673.0,12,19.631275098966405,26.041456314490073
2022.0,101483.0,13,23.649281160391396,27.526798924594026
2021.0,997187.0,25,41.31622253398811,32.60003141212177
2018.0,77781.0,14,26.998881474910323,25.503466804047626
2021.0,61275.0,43,21.215830273357813,26.400964065139505
2019.0,128289.0,44,8.574390633647468,20.60506590727084
2018.0,129641.0,14,28.54035374611427,21.928737576103263
2020.0,421017.0,38,33.25281401938639,35.7085964188199
2020.0,102902.0,49,26.238557073720628,22.660145236881537
2023.0,133985.0,4,56.72276747397096,28.677554214015462
2022.0,82670.0,38,21.77331559211322,39.04378122507403
2021.0,408756.0,49,27.40020941588625,24.548706351833406
2019.0,310569.0,43,14.489533726804671,13.16003876862387
2023.0,49545.0,28,34.312241396710064,35.43272437912012
2020.0,327306.0,33,23.52538603019804,34.69569165775173
2018.0,67653.0,37,16.259441562088895,24.806467293357237
2021.0,600811.0,37,13.481777131244268,34.243925055942505
2022.0,84934.0,43,36.49892857983846,20.782139640665896
2020.0,24466.0,17,61.309572467914656,61.89972939623554
2022.0,388181.0,43,17.775213109348474,17.010036927714694
2018.0,1259428.0,23,14.053999117059492,20.51774552758684
2019.0,44573.0,25,51.60074484553429,30.580686076560156
2021.0,116418.0,6,45.5256060059441,35.73610630671709
2021.0,227900.0,42,51.33830627468188,35.25640655591164
2022.0,861418.0,30,24.842759264375715,34.44961384786911
2021.0,23005.0,48,147.7939578352532,88.72169678307682
2019.0,177573.0,32,21.96279839840516,22.69228215486791
2018.0,155469.0,10,9.648225691295371,14.729795929921133
2021.0,5173146.0,13,38.58387140049788,31.800587610719372
2019.0,216453.0,33,18.01776829149977,23.447164269849704
2023.0,39592.0,18,42.93796726611436,42.237670597681415
2021.0,44828.0,42,35.69197822789328,42.94806860145178
2023.0,126260.0,18,59.40123554569935,43.52013643330845
2022.0,374682.0,42,49.10831051398253,38.77771078475743
2019.0,130192.0,38,46.08578100036869,27.649880823460467
2018.0,251423.0,38,20.284540396065594,29.03950841888522
2019.0,96774.0,0,20.666708000082664,16.617970197412074
2021.0,102058.0,43,12.737854945227223,19.598821256123106
2021.0,103796.0,15,11.561139157578326,18.272739069701014
2022.0,48907.0,36,20.446970781278758,34.95296319881588
2020.0,32023.0,42,53.08684383099647,42.410788828419555
2018.0,811880.0,37,20.81588412080603,26.153243825410346
2023.0,60470.0,32,29.766826525549863,32.717545085730514
2018.0,927781.0,10,10.778405679788657,16.907461779042475
2019.0,71686.0,9,18.13464274753787,22.710585448119023
2021.0,39238.0,23,25.48549875121056,40.038081237998135
2022.0,61585.0,28,32.47544044816107,31.53396023143757
2018.0,56682.0,48,42.341484069016616,39.06948401171416
2018.0,38012.0,46,28.93823003262128,36.199933594186206
2020.0,103837.0,10,16.37181351541358,23.51842708464754
2018.0,621354.0,30,35.72842534207553,29.169638789249934
2021.0,169273.0,38,38.99027015531125,36.87510262396246
2022.0,36215.0,19,44.1805881540798,42.151130092747444
2019.0,97241.0,35,37.021421005542926,25.383835930519822
2021.0,25157.0,48,143.1013236872441,59.418044064018375
2018.0,190800.0,22,21.48846960167715,21.783667089702313
2019.0,65769.0,14,19.766151226261613,37.246095152890724
2021.0,19338.0,18,51.71165580721895,60.54393313936091
2019.0,325690.0,20,14.1238601123768,34.643505433440595
2018.0,564751.0,38,37.892805856032126,29.26766429953727
2020.0,328200.0,20,17.97684338817794,33.941652501925255
2020.0,48054.0,28,27.052898822158408,34.51723894249673
2022.0,19352.0,46,113.68334022323272,63.43830316111274
2021.0,11908.0,48,125.96573731944912,99.81134803762272
2021.0,917673.0,4,53.613868992549634,34.91411965525901
2022.0,45762.0,22,26.222630129802017,35.4413013449047
2019.0,50010.0,33,31.99360127974405,28.47401749134292
2022.0,194534.0,13,33.413182271479535,26.076113563347132
2018.0,284010.0,4,15.492412239005668,16.221853896025294
2020.0,162575.0,38,41.2117484238044,35.089608792923215
2018.0,274765.0,4,13.830000181973686,16.25453039208999
2021.0,59937.0,32,16.684185060980695,32.61880074403927
2018.0,67554.0,48,31.08624211741718,61.74494259293645
2019.0,367601.0,22,18.498317469212544,27.261069792093398
2019.0,521202.0,21,35.11114692576007,39.72458937409934
2022.0,808437.0,4,58.75535137555554,36.8881583074749
2019.0,110593.0,47,17.180110856925843,20.89171834978113
2020.0,56104.0,25,23.1712533865678,37.79138492056426
2021.0,158096.0,24,25.301082886347537,29.386529773910276
2021.0,119363.0,16,20.106733242294517,25.66398302179234
2022.0,56286.0,17,94.16195856873824,52.514620224581606
2022.0,66022.0,14,69.67374511526461,43.21579854282525
2022.0,37260.0,25,37.57380568974772,41.20598733061368
2021.0,226762.0,35,67.47162222947408,37.6830743675257
2020.0,523738.0,21,37.04142147409583,42.76204323986193
2022.0,50998.0,18,58.82583630730617,45.2823826023055
2022.0,533892.0,35,54.50540558764693,38.49456735976942
2018.0,104722.0,0,17.18836538645175,16.194137662828926
2020.0,31208.0,18,44.860292232760834,42.733766923389055
2021.0,33866.0,46,38.386582413039626,48.17280633963486
2018.0,64569.0,42,15.48730815097028,29.689561544950248
2023.0,69489.0,10,38.85507058671157,27.897318991741148
2022.0,34796.0,10,31.612829060811585,41.47278765761346
2020.0,21674.0,48,50.75205315124112,94.66705825714617
2023.0,149588.0,46,27.408615664358106,32.32660861469207
2018.0,31756.0,42,40.93714573623882,40.98125050535721
2021.0,206160.0,33,36.37951105937137,38.0454524952662
2018.0,289615.0,10,8.632149577887885,15.14656874712558
2023.0,155045.0,22,17.414299074462253,25.464388697538354
2019.0,31346.0,46,57.42359471702928,37.63331408680167
2023.0,116429.0,0,49.81576754932191,28.372700714451902
2018.0,935764.0,42,16.77773455700369,33.41190131889696
2018.0,55414.0,28,32.4827660879922,26.91172669861682
2019.0,307774.0,13,13.646376886936515,24.28550973933946
2021.0,22687.0,18,61.7093489663684,63.44319366979873
2018.0,88355.0,46,22.635957218040858,17.83765298110407
2023.0,93146.0,29,19.32450132050759,30.532753911449298
2022.0,545823.0,38,22.534777757624724,37.474544267754126
2020.0,90418.0,33,40.92105554203809,34.70136663398401
2022.0,164020.0,23,27.43567857578344,23.956191945488076
2020.0,422784.0,46,8.988041174689677,25.82106583872132
2018.0,146917.0,14,17.697067051464433,21.354841270863187
2020.0,279252.0,4,18.97927320126624,24.82964934887091
2022.0,99443.0,10,29.16243476162224,26.367570551499817
2021.0,543257.0,23,39.39203728621997,28.78315098016321
2019.0,80707.0,47,14.868598758472004,17.628062679861433
2019.0,156209.0,43,8.962351721091615,10.431565565231294
2018.0,44527.0,32,29.195768859343765,33.45827259069183
2021.0,38063.0,14,47.29001917873,36.249618687121625
2022.0,106074.0,13,45.251428248204085,28.573406658770587
2021.0,78209.0,47,48.58775844212303,27.366244271651638
2020.0,44718.0,33,40.25224741714746,40.4065366519495
2023.0,249081.0,2,28.103307759323272,27.833234357358396
2020.0,16700.0,49,71.8562874251497,70.34690668902569
2018.0,71604.0,36,18.15541031227306,24.58953305538538
2020.0,1051816.0,20,13.975828471900028,25.250038978868282
2023.0,489640.0,46,16.951229474716115,31.04137243603744
2023.0,427354.0,29,37.43968700421664,33.56736991707056
2018.0,102912.0,33,33.03793532338309,24.060504737099386
2021.0,48359.0,33,51.69668520854443,37.34352068646388
2021.0,48461.0,17,28.889209880109775,55.64554616081957
2020.0,82938.0,48,40.99447780269599,76.840185171233
2023.0,29891.0,40,60.21879495500318,47.985252444751694
2021.0,130696.0,47,30.605374303727736,29.822518378864196
2019.0,22995.0,14,47.836486192650575,64.73160925444223
2020.0,106532.0,25,16.89633161866857,24.145880044459204
2021.0,35369.0,38,56.54669343210156,44.64116592867439
2022.0,30579.0,45,39.24261748258609,47.17764885867486
2018.0,1039073.0,2,25.214782791969377,21.898660514553704
2019.0,696535.0,13,12.921102313595153,21.50555389837549
2020.0,561531.0,7,45.94581599234949,44.354926111262884
2019.0,2102515.0,43,8.323365112734034,10.713252509597675
2018.0,67056.0,13,19.38678119780482,25.162040955499428
2023.0,159874.0,22,35.02758422257528,25.71420387703903
2021.0,244205.0,18,49.13904301713725,39.21294251903097
2018.0,47079.0,33,31.861339450710503,30.38084130312525
2018.0,770517.0,17,36.85836912099278,39.07444940516459
2018.0,25383.0,22,47.27573572863728,47.20161905934469
2022.0,1260121.0,23,36.50443092369701,28.2037643826592
2020.0,155637.0,38,16.70553917127675,34.78430077964592
2020.0,20187.0,42,74.3052459503641,69.72523268444931
2022.0,52199.0,29,34.48341922259047,34.567970659410626
2023.0,514982.0,13,16.311249713582225,26.133775054809814
2022.0,417772.0,4,21.064121099547123,28.689831346939137
2023.0,50994.0,45,19.61015021375064,40.572193336757806
2023.0,50620.0,18,43.461082576056896,41.364981433888204
2021.0,55664.0,10,34.13337165852256,25.164885707771415
2023.0,102500.0,22,34.14634146341463,21.781474258000618
2021.0,89496.0,0,37.99052471618843,30.06628563147067
2019.0,184826.0,43,8.115741291809593,10.076474119865411
2023.0,83094.0,38,31.289864490817628,38.77106759578934
2023.0,64896.0,4,64.71893491124261,40.75573353329158
2019.0,69761.0,10,18.63505396998323,19.481072014178906
2021.0,120433.0,49,24.079778798169936,25.809178733999364
2022.0,105879.0,25,51.00161505114328,24.83554539008862
2018.0,314305.0,5,12.408329488872274,16.777024138563956
2021.0,98865.0,46,85.97582562079603,29.730144851708296
2020.0,519907.0,16,30.005366344365434,28.28284460467276
2022.0,23568.0,17,46.673455532926,62.22232385599194
2022.0,832605.0,4,29.665928021090437,35.70519165943222
2023.0,87319.0,43,20.614070248170503,21.299834964633956
2021.0,55810.0,4,30.460490951442395,26.81419465828115
2021.0,115972.0,0,26.73059014244818,28.038227609001137
